name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon-offset,icon-offset-units,icon,lon,lat,gx_media_links
Climate-KIC (Utrecht),"Initiative, accelerator and community funded by EU to advance decarbonized sustainable economy | https://www.climate-kic.org | See https://climaccelerator.climate-kic.org/ for locations of Clim-Accelerators globally",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5.1690976,52.0854803,
Climate-KIC (Belgium),"Initiative, accelerator and community funded by EU to advance decarbonized sustainable economy | https://www.climate-kic.org | See https://climaccelerator.climate-kic.org/ for locations of Clim-Accelerators globally",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.3691957,50.8437309,
Climate-KIC (Germany),"Initiative, accelerator and community funded by EU to advance decarbonized sustainable economy | https://www.climate-kic.org | See https://climaccelerator.climate-kic.org/ for locations of Clim-Accelerators globally",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.3567367,52.4815672,
Climate-KIC (Poland),"Initiative, accelerator and community funded by EU to advance decarbonized sustainable economy | https://www.climate-kic.org | See https://climaccelerator.climate-kic.org/ for locations of Clim-Accelerators globally",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,20.997836,52.1785337,
Climate-KIC (Hungary),"Initiative, accelerator and community funded by EU to advance decarbonized sustainable economy | https://www.climate-kic.org | See https://climaccelerator.climate-kic.org/ for locations of Clim-Accelerators globally",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,19.0620039,47.4707857,
Bright Power (HQ NYC),"Energy and water management services for real estate owners, investors, and operators | https://www.brightpower.com/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-74.0088685,40.7052845,
Bright Power (CA),"Energy and water management services for real estate owners, investors, and operators | https://www.brightpower.com/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2656169,37.8110676,
Carbon Lighthouse (NY),Enabling commercial real estate owners to add income from OpEx building improvements | https://www.carbonlighthouse.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9866621,40.7520016,
Carbon Lighthouse (Santa Monica),Enabling commercial real estate owners to add income from OpEx building improvements | https://www.carbonlighthouse.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.4916439,34.0161618,
Cleartrace,Energy and emissions data tracking for businesses | https://cleartrace.io/ | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.7331407,30.264584,
Sense,Home energy monitoring | https://sense.com/ | aka Sense Labs or Sage Devices,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.1013026,42.3642063,
Sidewalk Labs (Part of Google),Urban design to improve energy costs and reduce carbon emissions | https://www.sidewalklabs.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-74.0033889,40.7414911,
Element 84,Geospatial data-processing and digital tool development | https://www.element84.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-75.1544759,39.9613249,
BrainBox AI,"Decarbonization solutions for building via measurement, reduction via HVAC and carbon offsets | https://brainboxai.com",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.572713,45.5047601,
BreeziPro,Predictive maintenance for commercial HVAC | https://www.breezi-pro.io/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-78.8703106,35.8961659,
Catalyze,Integrated renewable energy solutions for commercial enterprises | https://catalyze.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.2045804,40.0710679,
CLEAResult (Iselin NJ),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-74.3298945,40.5690404,
CLEAResult (Ledgewood NJ),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-74.6712101,40.8914406,
CLEAResult (Reading PA),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-75.959188,40.3451387,
CLEAResult (Elkridge MD),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-76.747879,39.1959499,
CLEAResult (Canada HQ),https://www.clearesult.com/home-canada,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-79.387355,43.6536917,
CLEAResult (Saginaw MI),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.9771261,43.4568306,
CLEAResult (Lapeer MI),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.281756,43.045659,
CLEAResult (Indianapolis IN),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-86.2581312,39.8832696,
CLEAResult (Madison WI),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-89.4306536,43.0346228,
CLEAResult (Portland OR),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.675473,45.5147528,
CLEAResult (Houston TX),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.398232,29.9408822,
"CLEAResult (HQ, Austin)","Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.8027225,30.3554977,
CLEAResult (Detroit MI),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.0543964,42.3345437,
CLEAResult (Seattle WA),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.336183,47.6094248,
CLEAResult (Los Angeles CA),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.2565453,34.0479718,
CLEAResult (Oakland CA),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2625972,37.8113605,
CLEAResult (Las Vegas NV),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-115.26313,36.197679,
CLEAResult (Denver CO),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-104.9838832,39.7722365,
CLEAResult (Boulder CO),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.2759592,40.015383,
CLEAResult (Fayetteville AR),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-94.1551332,36.1135576,
CLEAResult (Boston MA),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0566283,42.3541646,
CLEAResult (Irving TX),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-96.9904749,32.8978067,
CLEAResult (Austin TX),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.8025251,30.3549313,
CLEAResult (Columbus OH),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.0047849,40.1128259,
"CLEAResult (Oklahoma City, OK)","Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.5173246,35.4685385,
CLEAResult (Tulsa OK),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.8567,36.098597,
CLEAResult (El Paso TX),"Energy efficiency programs for utilities, commercial, residential, etc | https://www.clearesult.com/ | Remote work options: Yes, field positions available",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-106.538245,31.816984,
Luminescent,Developer of Isothermal heat engine for waste heat upcycling | https://luminescentpower.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,34.7855969,32.0652061,
Cortex Sustainability Intelligence,Machine-learning driven software to inform sustainable building environments | https://get.cortexintel.com | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-86.8464163,36.1627635,
Culdesac,Car-free residential neighborhood developer | https://culdesac.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-111.9376667,33.4235916,
Renogy (Germany),Solar panel and battery provider | https://www.renogy.com/ and https://de.renogy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6.1600332,50.8202429,
Renogy (China),Solar panel and battery provider | https://www.renogy.com and https://www.renogy.cn/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,120.4132476,31.3342649,
Renogy (South Africa),Solar panel and battery provider | https://www.renogy.com and http://signals.co.za/Home,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,18.6508997,-33.907631,
Renogy (US),"Solar panel and battery provider | https://www.renogy.com | Location approximate, based in Elkhart IN",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-85.9739891,41.6876476,
Energus,Solar provider and installer for Australian businesses | https://energus.com.au,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.209379,-33.8378296,
Enertiv,"Platform for utility management, ESG reporting, maintenance, tenant billing and capital mgmt | https://www.enertiv.com/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9934047,40.7544014,
Atrius,IoT applications for buildings including energy management | https://atrius.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-84.3837324,33.7864313,
Measurabl,"ESG platform for real estate | https://www.measurabl.com/ | Remote work options: Yes, Remote first",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-117.1838802,32.7417277,
PlotWatt,Energy effiiciency planning for businesses | https://www.plotwatt.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-78.901727,36.0040209,
Kelvin Systems,Decarbonization solutions for older residential buildings | https://kel.vin/ | Formerly Radiator Labs,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9789329,40.6999694,
Via (HQ NYC),"Transportation planning for cities, transit agencies, corporations, universities, etc | https://ridewithvia.com | Offices in US, Europe, and Israel",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-74.0052751,40.7267136,
